cohort_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
2011-01,1.0,0.0430622009569378,0.04784688995215311,0.05263157894736842,0.07177033492822966,0.08133971291866028,0.06698564593301436,0.10047846889952153,0.12440191387559808,0.06698564593301436,0.13875598086124402,0.14832535885167464,0.06220095693779904,0.0430622009569378,0.05263157894736842,0.05741626794258373,0.07655502392344497,0.11961722488038277,0.08133971291866028,0.11961722488038277,0.10526315789473684,0.04784688995215311,0.1722488038277512,0.13875598086124402,0.05741626794258373,0.07177033492822966,0.10047846889952153,0.08133971291866028,0.11004784688995216,0.21052631578947367,0.05741626794258373,0.11004784688995216,0.18660287081339713,0.09569377990430622,0.16267942583732056,0.14354066985645933,0.11004784688995216,0.08133971291866028,0.10047846889952153,0.09569377990430622,0.1291866028708134,0.17703349282296652,0.09569377990430622,0.20574162679425836,0.19617224880382775,0.215311004784689,0.215311004784689,0.18181818181818182
2011-02,1.0,0.0650887573964497,0.04142011834319527,0.05325443786982249,0.07100591715976332,0.08284023668639054,0.0650887573964497,0.11242603550295859,0.09467455621301775,0.10059171597633136,0.1301775147928994,0.0650887573964497,0.047337278106508875,0.04142011834319527,0.04142011834319527,0.09467455621301775,0.11834319526627218,0.07100591715976332,0.11834319526627218,0.14201183431952663,0.07100591715976332,0.1242603550295858,0.1301775147928994,0.05325443786982249,0.05325443786982249,0.1301775147928994,0.09467455621301775,0.13609467455621302,0.15384615384615385,0.08284023668639054,0.14792899408284024,0.1242603550295858,0.13609467455621302,0.17159763313609466,0.1301775147928994,0.07692307692307693,0.10059171597633136,0.10059171597633136,0.13609467455621302,0.17751479289940827,0.16568047337278108,0.10650887573964497,0.17159763313609466,0.1834319526627219,0.15384615384615385,0.21301775147928995,0.1952662721893491,
2011-03,1.0,0.06477732793522267,0.06477732793522267,0.11336032388663968,0.06882591093117409,0.06882591093117409,0.09716599190283401,0.08502024291497975,0.10526315789473684,0.10931174089068826,0.044534412955465584,0.048582995951417005,0.09716599190283401,0.06477732793522267,0.08906882591093117,0.0931174089068826,0.05263157894736842,0.11336032388663968,0.16194331983805668,0.145748987854251,0.145748987854251,0.13360323886639677,0.10121457489878542,0.06882591093117409,0.08097165991902834,0.10121457489878542,0.10931174089068826,0.1417004048582996,0.10121457489878542,0.11336032388663968,0.1700404858299595,0.11336032388663968,0.17813765182186234,0.14979757085020243,0.10526315789473684,0.08097165991902834,0.10931174089068826,0.11336032388663968,0.18218623481781376,0.14979757085020243,0.11740890688259109,0.1659919028340081,0.2145748987854251,0.1659919028340081,0.20647773279352227,0.2145748987854251,,
2011-04,1.0,0.07111111111111111,0.08444444444444445,0.07555555555555556,0.05333333333333334,0.08888888888888889,0.06666666666666667,0.12,0.10666666666666667,0.04,0.044444444444444446,0.09777777777777778,0.07111111111111111,0.09777777777777778,0.09333333333333334,0.08888888888888889,0.09333333333333334,0.10222222222222223,0.1288888888888889,0.16,0.10666666666666667,0.06222222222222222,0.044444444444444446,0.06666666666666667,0.06666666666666667,0.10222222222222223,0.13777777777777778,0.1511111111111111,0.11555555555555555,0.16444444444444445,0.15555555555555556,0.1688888888888889,0.17333333333333334,0.09333333333333334,0.06666666666666667,0.1511111111111111,0.07111111111111111,0.13333333333333333,0.18666666666666668,0.06666666666666667,0.16444444444444445,0.2311111111111111,0.18666666666666668,0.19555555555555557,0.18666666666666668,,,
2011-05,1.0,0.06926406926406926,0.03896103896103896,0.1038961038961039,0.09956709956709957,0.07792207792207792,0.1645021645021645,0.15584415584415584,0.06493506493506493,0.047619047619047616,0.05194805194805195,0.08658008658008658,0.11688311688311688,0.1038961038961039,0.047619047619047616,0.08225108225108226,0.15584415584415584,0.09523809523809523,0.14285714285714285,0.17316017316017315,0.08225108225108226,0.06060606060606061,0.1038961038961039,0.09523809523809523,0.1341991341991342,0.12987012987012986,0.06060606060606061,0.16017316017316016,0.12987012987012986,0.12554112554112554,0.16017316017316016,0.16017316017316016,0.08225108225108226,0.047619047619047616,0.08225108225108226,0.09956709956709957,0.1471861471861472,0.18181818181818182,0.09956709956709957,0.16883116883116883,0.2510822510822511,0.16883116883116883,0.2077922077922078,0.21212121212121213,,,,
2011-06,1.0,0.05475504322766571,0.07204610951008646,0.10662824207492795,0.07780979827089338,0.1239193083573487,0.13544668587896252,0.043227665706051875,0.069164265129683,0.069164265129683,0.07780979827089338,0.06628242074927954,0.12103746397694524,0.06628242074927954,0.09221902017291066,0.14697406340057637,0.1037463976945245,0.1786743515850144,0.11527377521613832,0.06340057636887608,0.06340057636887608,0.08069164265129683,0.06340057636887608,0.09798270893371758,0.1440922190201729,0.09798270893371758,0.13544668587896252,0.15561959654178675,0.13544668587896252,0.1440922190201729,0.15273775216138327,0.08069164265129683,0.07780979827089338,0.10951008645533142,0.10662824207492795,0.11527377521613832,0.207492795389049,0.10086455331412104,0.138328530259366,0.21902017291066284,0.17002881844380405,0.21613832853025935,0.2276657060518732,,,,,
2011-07,1.0,0.12258064516129032,0.1032258064516129,0.04516129032258064,0.12258064516129032,0.11612903225806452,0.08387096774193549,0.01935483870967742,0.1032258064516129,0.07096774193548387,0.12903225806451613,0.16129032258064516,0.0967741935483871,0.1032258064516129,0.1032258064516129,0.0967741935483871,0.16774193548387098,0.10967741935483871,0.03870967741935484,0.04516129032258064,0.12903225806451613,0.12258064516129032,0.12258064516129032,0.16129032258064516,0.08387096774193549,0.18064516129032257,0.16129032258064516,0.14193548387096774,0.18064516129032257,0.21935483870967742,0.10967741935483871,0.11612903225806452,0.10967741935483871,0.09032258064516129,0.14838709677419354,0.15483870967741936,0.12258064516129032,0.15483870967741936,0.2064516129032258,0.18064516129032257,0.23870967741935484,0.2064516129032258,,,,,,
2011-08,1.0,0.11347517730496454,0.0673758865248227,0.10283687943262411,0.09219858156028368,0.03900709219858156,0.06382978723404255,0.03546099290780142,0.08156028368794327,0.08865248226950355,0.1099290780141844,0.08156028368794327,0.09574468085106383,0.1347517730496454,0.09574468085106383,0.12056737588652482,0.1276595744680851,0.04964539007092199,0.0851063829787234,0.0851063829787234,0.05673758865248227,0.0851063829787234,0.09929078014184398,0.12056737588652482,0.14893617021276595,0.1950354609929078,0.1099290780141844,0.1773049645390071,0.1453900709219858,0.07801418439716312,0.07092198581560284,0.07446808510638298,0.11702127659574468,0.1595744680851064,0.1595744680851064,0.1276595744680851,0.1595744680851064,0.18085106382978725,0.15602836879432624,0.18085106382978725,0.2127659574468085,,,,,,,
2011-09,1.0,0.09731543624161074,0.12416107382550336,0.09395973154362416,0.03691275167785235,0.0436241610738255,0.07046979865771812,0.07046979865771812,0.09395973154362416,0.11409395973154363,0.08053691275167785,0.10738255033557047,0.1040268456375839,0.1174496644295302,0.15100671140939598,0.15771812080536912,0.06711409395973154,0.06375838926174497,0.06375838926174497,0.053691275167785234,0.10067114093959731,0.15100671140939598,0.10067114093959731,0.12751677852348994,0.1644295302013423,0.09395973154362416,0.1644295302013423,0.17114093959731544,0.0738255033557047,0.06711409395973154,0.11073825503355705,0.11073825503355705,0.0738255033557047,0.174496644295302,0.09731543624161074,0.15771812080536912,0.18120805369127516,0.14429530201342283,0.2181208053691275,0.20134228187919462,,,,,,,,
2011-10,1.0,0.0892018779342723,0.13145539906103287,0.051643192488262914,0.051643192488262914,0.11267605633802817,0.07511737089201878,0.08450704225352113,0.107981220657277,0.046948356807511735,0.10328638497652583,0.13145539906103287,0.12206572769953052,0.15492957746478872,0.13145539906103287,0.07511737089201878,0.07511737089201878,0.107981220657277,0.0892018779342723,0.14084507042253522,0.14084507042253522,0.07981220657276995,0.14084507042253522,0.16901408450704225,0.0892018779342723,0.14084507042253522,0.15492957746478872,0.08450704225352113,0.07981220657276995,0.12206572769953052,0.07981220657276995,0.16901408450704225,0.2300469483568075,0.12206572769953052,0.15023474178403756,0.20657276995305165,0.22065727699530516,0.22065727699530516,0.26291079812206575,,,,,,,,,
